"(50, 0.0001, 0, 10)",0.09995918367346938,0.102
"(50, 0.0001, 50, 10)",0.09973469387755102,0.113
"(50, 0.0001, 100, 10)",0.09995918367346938,0.102
"(50, 0.0001, 0, 15)",0.09961224489795918,0.119
"(50, 0.0001, 50, 15)",0.09985714285714285,0.107
"(50, 0.0001, 100, 15)",0.09961224489795918,0.119
"(50, 0.0001, 0, 20)",0.10004081632653061,0.098
"(50, 0.0001, 50, 20)",0.09975510204081632,0.112
"(50, 0.0001, 100, 20)",0.09985714285714285,0.107
"(50, 0.0005, 0, 10)",0.09973469387755102,0.113
"(50, 0.0005, 50, 10)",0.09989795918367347,0.105
"(50, 0.0005, 100, 10)",0.09961224489795918,0.119
"(50, 0.0005, 0, 15)",0.09961224489795918,0.119
"(50, 0.0005, 50, 15)",0.09961224489795918,0.119
"(50, 0.0005, 100, 15)",0.09985714285714285,0.107
"(50, 0.0005, 0, 20)",0.108,0.123
"(50, 0.0005, 50, 20)",0.16785714285714284,0.167
"(50, 0.0005, 100, 20)",0.17230612244897958,0.156
"(50, 0.001, 0, 10)",0.09977551020408164,0.119
"(50, 0.001, 50, 10)",0.09840816326530612,0.119
"(50, 0.001, 100, 10)",0.09989795918367347,0.105
"(50, 0.001, 0, 15)",0.1553469387755102,0.173
"(50, 0.001, 50, 15)",0.14473469387755103,0.13
"(50, 0.001, 100, 15)",0.09975510204081632,0.112
"(50, 0.001, 0, 20)",0.18120408163265306,0.173
"(50, 0.001, 50, 20)",0.15757142857142858,0.131
"(50, 0.001, 100, 20)",0.1469387755102041,0.141
"(50, 0.005, 0, 10)",0.2819591836734694,0.279
"(50, 0.005, 50, 10)",0.2672040816326531,0.284
"(50, 0.005, 100, 10)",0.2772857142857143,0.289
"(50, 0.005, 0, 15)",0.2979183673469388,0.302
"(50, 0.005, 50, 15)",0.29922448979591837,0.302
"(50, 0.005, 100, 15)",0.30983673469387757,0.3
"(50, 0.005, 0, 20)",0.3313061224489796,0.325
"(50, 0.005, 50, 20)",0.33616326530612245,0.318
"(50, 0.005, 100, 20)",0.33710204081632655,0.318
"(50, 0.01, 0, 10)",0.3747142857142857,0.363
"(50, 0.01, 50, 10)",0.3773877551020408,0.369
"(50, 0.01, 100, 10)",0.37295918367346936,0.36
"(50, 0.01, 0, 15)",0.42387755102040814,0.422
"(50, 0.01, 50, 15)",0.43048979591836734,0.419
"(50, 0.01, 100, 15)",0.42781632653061225,0.423
"(50, 0.01, 0, 20)",0.4510816326530612,0.437
"(50, 0.01, 50, 20)",0.45563265306122447,0.436
"(50, 0.01, 100, 20)",0.4512857142857143,0.438
"(50, 0.05, 0, 10)",0.5286326530612245,0.523
"(50, 0.05, 50, 10)",0.5301224489795918,0.52
"(50, 0.05, 100, 10)",0.5267551020408163,0.521
"(50, 0.05, 0, 15)",0.5383877551020408,0.533
"(50, 0.05, 50, 15)",0.5388571428571428,0.53
"(50, 0.05, 100, 15)",0.521673469387755,0.521
"(50, 0.05, 0, 20)",0.5415714285714286,0.528
"(50, 0.05, 50, 20)",0.5432857142857143,0.528
"(50, 0.05, 100, 20)",0.5441020408163265,0.534
"(100, 0.0001, 0, 10)",0.09995918367346938,0.102
"(100, 0.0001, 50, 10)",0.09975510204081632,0.112
"(100, 0.0001, 100, 10)",0.09961224489795918,0.119
"(100, 0.0001, 0, 15)",0.09961224489795918,0.119
"(100, 0.0001, 50, 15)",0.1210204081632653,0.1
"(100, 0.0001, 100, 15)",0.09973469387755102,0.113
"(100, 0.0001, 0, 20)",0.09595918367346938,0.089
"(100, 0.0001, 50, 20)",0.09973469387755102,0.113
"(100, 0.0001, 100, 20)",0.09985714285714285,0.107
"(100, 0.0005, 0, 10)",0.09973469387755102,0.113
"(100, 0.0005, 50, 10)",0.09973469387755102,0.113
"(100, 0.0005, 100, 10)",0.1110204081632653,0.114
"(100, 0.0005, 0, 15)",0.16281632653061223,0.18
"(100, 0.0005, 50, 15)",0.09975510204081632,0.112
"(100, 0.0005, 100, 15)",0.09961224489795918,0.119
"(100, 0.0005, 0, 20)",0.09975510204081632,0.112
"(100, 0.0005, 50, 20)",0.15340816326530612,0.132
"(100, 0.0005, 100, 20)",0.10002040816326531,0.119
"(100, 0.001, 0, 10)",0.10024489795918368,0.108
"(100, 0.001, 50, 10)",0.09961224489795918,0.119
"(100, 0.001, 100, 10)",0.09961224489795918,0.119
"(100, 0.001, 0, 15)",0.16757142857142857,0.146
"(100, 0.001, 50, 15)",0.10504081632653062,0.122
"(100, 0.001, 100, 15)",0.16077551020408162,0.146
"(100, 0.001, 0, 20)",0.21038775510204083,0.2
"(100, 0.001, 50, 20)",0.1840816326530612,0.178
"(100, 0.001, 100, 20)",0.16316326530612246,0.137
"(100, 0.005, 0, 10)",0.29053061224489796,0.294
"(100, 0.005, 50, 10)",0.2906326530612245,0.296
"(100, 0.005, 100, 10)",0.2953469387755102,0.294
"(100, 0.005, 0, 15)",0.32220408163265307,0.319
"(100, 0.005, 50, 15)",0.28389795918367344,0.309
"(100, 0.005, 100, 15)",0.30920408163265306,0.312
"(100, 0.005, 0, 20)",0.3368163265306122,0.329
"(100, 0.005, 50, 20)",0.35091836734693876,0.341
"(100, 0.005, 100, 20)",0.34520408163265304,0.324
"(100, 0.01, 0, 10)",0.3950204081632653,0.389
"(100, 0.01, 50, 10)",0.39318367346938776,0.384
"(100, 0.01, 100, 10)",0.3956938775510204,0.384
"(100, 0.01, 0, 15)",0.4257142857142857,0.422
"(100, 0.01, 50, 15)",0.4402857142857143,0.426
"(100, 0.01, 100, 15)",0.4426938775510204,0.433
